Ticker,Sector,Industry,YFQuoteType
HOG,Consumer Cyclical,Recreational Vehicles,EQUITY
CTL,Not Found,Not Found,NONE
NWS,Communication Services,Entertainment,EQUITY
LBDAV,Not Found,Not Found,Not Found
GLIBA,Not Found,Not Found,NONE
ASGN,Technology,Information Technology Services,EQUITY
POEFF,Not Found,Not Found,NONE
DEACU,Not Found,Not Found,NONE
PS,Not Found,Not Found,NONE
RQI,Financial Services,Asset Management,EQUITY
SOJA,Not Found,Not Found,ETF
CAIFX,Not Found,Not Found,MUTUALFUND
FRIAX,Not Found,Not Found,MUTUALFUND
SSL,Basic Materials,Specialty Chemicals,EQUITY
TRP,Energy,Oil & Gas Midstream,EQUITY
TRGP,Energy,Oil & Gas Midstream,EQUITY
TCP,Not Found,Not Found,NONE
PAGP,Energy,Oil & Gas Midstream,EQUITY
SUN,Energy,Oil & Gas Refining & Marketing,EQUITY
EQM,Not Found,Not Found,NONE
BOIVF,Communication Services,Entertainment,EQUITY
AXTA,Basic Materials,Specialty Chemicals,EQUITY
URBN,Consumer Cyclical,Apparel Retail,EQUITY
RL,Consumer Cyclical,Apparel Manufacturing,EQUITY
FOXA,Communication Services,Entertainment,EQUITY
FOX,Communication Services,Entertainment,EQUITY
ACA,Industrials,Engineering & Construction,EQUITY
EAF,Industrials,Electrical Equipment & Parts,EQUITY
UHAL,Industrials,Rental & Leasing Services,EQUITY
MSM,Industrials,Industrial Distribution,EQUITY
PNQI,Not Found,Not Found,ETF
M,Consumer Cyclical,Department Stores,EQUITY
DIA,Not Found,Not Found,ETF
UPLD,Technology,Software - Application,EQUITY
HAYN,Industrials,Metal Fabrication,EQUITY
GLNCY,Basic Materials,Other Industrial Metals & Mining,EQUITY
NNVC,Healthcare,Biotechnology,EQUITY
AIZ,Financial Services,Insurance - Specialty,EQUITY
AIMC,Not Found,Not Found,NONE
MTSC,Not Found,Not Found,NONE
NXST,Communication Services,Entertainment,EQUITY
BOTZ,Not Found,Not Found,ETF
IAT,Not Found,Not Found,ETF
GEM,Not Found,Not Found,ETF
KNX,Industrials,Trucking,EQUITY
QLEIX,Not Found,Not Found,MUTUALFUND
HCN,Not Found,Not Found,MUTUALFUND
KSS,Consumer Cyclical,Department Stores,EQUITY
FPL,Financial Services,Asset Management,EQUITY
JWN,Consumer Cyclical,Department Stores,EQUITY
OAYIX,Not Found,Not Found,MUTUALFUND
ZION,Financial Services,Banks - Regional,EQUITY
PFG,Financial Services,Asset Management,EQUITY
AMG,Financial Services,Asset Management,EQUITY
IDA,Utilities,Utilities - Regulated Electric,EQUITY
DSGX,Technology,Software - Application,EQUITY
UNF,Industrials,Specialty Business Services,EQUITY
GLOB,Technology,Information Technology Services,EQUITY
AIR,Industrials,Aerospace & Defense,EQUITY
FEI,Financial Services,Asset Management,EQUITY
PLYA,Consumer Cyclical,Resorts & Casinos,EQUITY
HTZ,Industrials,Rental & Leasing Services,EQUITY
VONE,Not Found,Not Found,ETF
GOOS,Consumer Cyclical,Apparel Manufacturing,EQUITY
FRT,Real Estate,REIT - Retail,EQUITY
CIM,Real Estate,REIT - Mortgage,EQUITY
QGEN,Healthcare,Diagnostics & Research,EQUITY
AAN,Industrials,Rental & Leasing Services,EQUITY
BYD,Consumer Cyclical,Resorts & Casinos,EQUITY
HTA,Not Found,Not Found,NONE
AVT,Technology,Electronics & Computer Distribution,EQUITY
TLND,Not Found,Not Found,NONE
SZEVY,Not Found,Not Found,NONE
CEMI,Not Found,Not Found,NONE
CRRFY,Consumer Defensive,Grocery Stores,EQUITY
BG,Consumer Defensive,Farm Products,EQUITY
RNLSY,Consumer Cyclical,Auto Manufacturers,EQUITY
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
CPRI,Consumer Cyclical,Luxury Goods,EQUITY
VC,Consumer Cyclical,Auto Parts,EQUITY
HNNMY,Consumer Cyclical,Apparel Manufacturing,EQUITY
HLUYY,Not Found,Not Found,NONE
CDLX,Communication Services,Advertising Agencies,EQUITY
DSDVY,Industrials,Integrated Freight & Logistics,EQUITY
HPE,Technology,Communication Equipment,EQUITY
SWMAY,Not Found,Not Found,NONE
PCRFY,Technology,Consumer Electronics,EQUITY
WCAGY,Not Found,Not Found,NONE
NATI,Not Found,Not Found,Not Found
COTY,Consumer Defensive,Household & Personal Products,EQUITY
RBS,Not Found,Not Found,NONE
PVH,Consumer Cyclical,Apparel Manufacturing,EQUITY
ENGGY,Utilities,Utilities - Regulated Gas,EQUITY
JBAXY,Financial Services,Asset Management,EQUITY
UHS,Healthcare,Medical Care Facilities,EQUITY
SWGAY,Consumer Cyclical,Luxury Goods,EQUITY
STE,Healthcare,Medical Devices,EQUITY
RWEOY,Utilities,Utilities - Diversified,EQUITY
RDEIY,Utilities,Utilities - Regulated Electric,EQUITY
PDYPY,Not Found,Not Found,Not Found
CCLAY,Not Found,Not Found,NONE
GEAGY,Not Found,Not Found,NONE
SNP,Not Found,Not Found,NONE
AVNS,Healthcare,Medical Devices,EQUITY
NVEE,Industrials,Engineering & Construction,EQUITY
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY
EGHT,Technology,Software - Application,EQUITY
JBT,Industrials,Specialty Industrial Machinery,EQUITY
MEOH,Basic Materials,Chemicals,EQUITY
JMP,Not Found,Not Found,NONE
RP,Not Found,Not Found,NONE
KTB,Consumer Cyclical,Apparel Manufacturing,EQUITY
ANIK,Healthcare,Medical Instruments & Supplies,EQUITY
ENS,Industrials,Electrical Equipment & Parts,EQUITY
NEWR,Not Found,Not Found,Not Found
BBBY,Not Found,Not Found,NONE
FTSM,Not Found,Not Found,ETF
WCMIX,Not Found,Not Found,MUTUALFUND
FDL,Not Found,Not Found,ETF
COO,Healthcare,Medical Instruments & Supplies,EQUITY
MTN,Consumer Cyclical,Resorts & Casinos,EQUITY
ENV,Technology,Software - Application,EQUITY
INMD,Healthcare,Medical Devices,EQUITY
BSTZ,Financial Services,Asset Management,EQUITY
IGV,Not Found,Not Found,ETF
SPYG,Not Found,Not Found,ETF
CNK,Communication Services,Entertainment,EQUITY
NULG,Not Found,Not Found,ETF
CFR,Financial Services,Banks - Regional,EQUITY
HZN,Not Found,Not Found,NONE
QSY,Not Found,Not Found,ETF
DENN,Consumer Cyclical,Restaurants,EQUITY
FNKO,Consumer Cyclical,Leisure,EQUITY
EEFT,Technology,Software - Infrastructure,EQUITY
PRSP,Not Found,Not Found,NONE
VWDRY,Industrials,Specialty Industrial Machinery,EQUITY
KRNT,Industrials,Specialty Industrial Machinery,EQUITY
SNNUF,Healthcare,Medical Devices,EQUITY
CSQ,Financial Services,Asset Management,EQUITY
OMC,Communication Services,Advertising Agencies,EQUITY
TCO,Not Found,Not Found,NONE
CHRW,Industrials,Integrated Freight & Logistics,EQUITY
POL,Consumer Cyclical,Specialty Retail,EQUITY
WMGI,Not Found,Not Found,NONE
KL,Not Found,Not Found,NONE
BMEZ,Not Found,Not Found,EQUITY
FRFHF,Financial Services,Insurance - Property & Casualty,EQUITY
GSAH,Not Found,Not Found,NONE
WCG,Not Found,Not Found,NONE
LPT,Not Found,Not Found,NONE
SANM,Technology,Electronic Components,EQUITY
AROW,Financial Services,Banks - Regional,EQUITY
FMCMF,Not Found,Not Found,MUTUALFUND
GRA,Not Found,Not Found,NONE
CENTA,Consumer Defensive,Packaged Foods,EQUITY
GCP,Not Found,Not Found,NONE
XRT,Not Found,Not Found,ETF
ADTN,Technology,Communication Equipment,EQUITY
IVE,Not Found,Not Found,ETF
VFIJX,Not Found,Not Found,MUTUALFUND
BIV,Not Found,Not Found,ETF
IHS,Communication Services,Telecom Services,EQUITY
TSS,Not Found,Not Found,NONE
GTX,Consumer Cyclical,Auto Parts,EQUITY
TGBAX,Not Found,Not Found,MUTUALFUND
FBSI,Financial Services,Banks - Regional,EQUITY
SPN,Not Found,Not Found,NONE
EXPO,Industrials,Engineering & Construction,EQUITY
HACK,Not Found,Not Found,ETF
CWST,Industrials,Waste Management,EQUITY
QUAD,Industrials,Specialty Business Services,EQUITY
ERH,Financial Services,Asset Management,EQUITY
CBS,Not Found,Not Found,NONE
NLSN,Not Found,Not Found,NONE
VIAB,Not Found,Not Found,NONE
MYL,Not Found,Not Found,NONE
CLNC,Not Found,Not Found,NONE
CBT,Basic Materials,Specialty Chemicals,EQUITY
CMPR,Communication Services,Advertising Agencies,EQUITY
NPSNY,Communication Services,Internet Content & Information,EQUITY
CELG,Not Found,Not Found,NONE
GCI,Communication Services,Publishing,EQUITY
DDAIF,Not Found,Not Found,NONE
ECA,Not Found,Not Found,NONE
FND,Consumer Cyclical,Home Improvement Retail,EQUITY
TRHC,Not Found,Not Found,Not Found
CLB,Energy,Oil & Gas Equipment & Services,EQUITY
RGNX,Healthcare,Biotechnology,EQUITY
AYR,Not Found,Not Found,NONE
CLS,Technology,Electronic Components,EQUITY
IIVI,Not Found,Not Found,Not Found
IBKC,Not Found,Not Found,NONE
TWO,Real Estate,REIT - Mortgage,EQUITY
SIX,Consumer Cyclical,Leisure,EQUITY
CAE,Industrials,Aerospace & Defense,EQUITY
MN,Not Found,Not Found,NONE
CBM,Not Found,Not Found,NONE
OCLCF,Technology,Software - Application,EQUITY
ZEN,Not Found,Not Found,NONE
MD,Healthcare,Medical Care Facilities,EQUITY
MIDD,Industrials,Specialty Industrial Machinery,EQUITY
TYL,Technology,Software - Application,EQUITY
MDRX,Healthcare,Health Information Services,EQUITY
TWOU,Consumer Defensive,Education & Training Services,EQUITY
ERI,Not Found,Not Found,NONE
XBI,Not Found,Not Found,ETF
RYAOF,Industrials,Airlines,EQUITY
JNK,Not Found,Not Found,ETF
3V64.TI,Not Found,Not Found,Not Found
0QZI.IL,Communication Services,Internet Content & Information,EQUITY
LM,Not Found,Not Found,NONE
PRO,Technology,Software - Application,EQUITY
BPL,Not Found,Not Found,NONE
UPMKY,Not Found,Not Found,NONE
ATR,Healthcare,Medical Instruments & Supplies,EQUITY
LNN,Industrials,Farm & Heavy Construction Machinery,EQUITY
BZLFY,Consumer Defensive,Food Distribution,EQUITY
JMHLY,Industrials,Conglomerates,EQUITY
GFSZY,Not Found,Not Found,NONE
PBSFY,Communication Services,Broadcasting,EQUITY
SNH,Not Found,Not Found,NONE
TVTY,Not Found,Not Found,NONE
CBL,Real Estate,REIT - Retail,EQUITY
DIFTY,Real Estate,Real Estate - Diversified,EQUITY
CLNY,Not Found,Not Found,NONE
ETM,Not Found,Not Found,NONE
HENOY,Consumer Defensive,Household & Personal Products,EQUITY
DNSKY,Not Found,Not Found,MUTUALFUND
SEMG,Not Found,Not Found,NONE
CARS,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
RCKY,Consumer Cyclical,Footwear & Accessories,EQUITY
UCON,Not Found,Not Found,ETF
APC,Not Found,Not Found,NONE
JEC,Not Found,Not Found,NONE
MDSO,Not Found,Not Found,NONE
VST,Utilities,Utilities - Independent Power Producers,EQUITY
TUP,Consumer Cyclical,Packaging & Containers,EQUITY
MGP,Not Found,Not Found,NONE
MSTR,Technology,Software - Application,EQUITY
KAR,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
COT,Not Found,Not Found,NONE
PLAY,Communication Services,Entertainment,EQUITY
NEU,Basic Materials,Specialty Chemicals,EQUITY
APT,Industrials,Building Products & Equipment,EQUITY
APNHY,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
REVB,Healthcare,Biotechnology,EQUITY
MINI,Not Found,Not Found,NONE
ANDX,Not Found,Not Found,NONE
PDCE,Not Found,Not Found,EQUITY
IJH,Not Found,Not Found,ETF
ALRM,Technology,Software - Application,EQUITY
NRG,Utilities,Utilities - Independent Power Producers,EQUITY
MALOX,Not Found,Not Found,MUTUALFUND
TSCIX,Not Found,Not Found,MUTUALFUND
IWF,Not Found,Not Found,ETF
VPMAX,Not Found,Not Found,MUTUALFUND
GTCSX,Not Found,Not Found,MUTUALFUND
TCBI,Financial Services,Banks - Regional,EQUITY
RHT,Not Found,Not Found,NONE
BAMXY,Not Found,Not Found,MUTUALFUND
STI,Industrials,Electrical Equipment & Parts,EQUITY
HUB.A,Not Found,Not Found,Not Found
WAGE,Not Found,Not Found,NONE
BXS,Not Found,Not Found,NONE
G,Technology,Information Technology Services,EQUITY
RDUS,Basic Materials,Steel,EQUITY
CXP,Not Found,Not Found,NONE
FBC,Not Found,Not Found,NONE
TRMB,Technology,Scientific & Technical Instruments,EQUITY
EGBN,Financial Services,Banks - Regional,EQUITY
GBT,Not Found,Not Found,NONE
HL,Basic Materials,Other Precious Metals & Mining,EQUITY
SITC,Real Estate,REIT - Retail,EQUITY
CVLT,Technology,Software - Application,EQUITY
PNR,Industrials,Specialty Industrial Machinery,EQUITY
PB,Financial Services,Banks - Regional,EQUITY
FIBK,Financial Services,Banks - Regional,EQUITY
ADUS,Healthcare,Medical Care Facilities,EQUITY
MANH,Technology,Software - Application,EQUITY
DNOW,Industrials,Specialty Industrial Machinery,EQUITY
TMK,Not Found,Not Found,NONE
HCP,Technology,Software - Infrastructure,EQUITY
VRNS,Technology,Software - Infrastructure,EQUITY
CCOI,Communication Services,Telecom Services,EQUITY
IRTC,Healthcare,Medical Devices,EQUITY
APVO,Healthcare,Biotechnology,EQUITY
AMBA,Technology,Semiconductor Equipment & Materials,EQUITY
OXM,Consumer Cyclical,Apparel Manufacturing,EQUITY
PGRE,Real Estate,REIT - Office,EQUITY
LLL,Not Found,Not Found,NONE
PNW,Utilities,Utilities - Regulated Electric,EQUITY
PLCE,Consumer Cyclical,Apparel Retail,EQUITY
WAFD,Financial Services,Banks - Regional,EQUITY
UMPQ,Not Found,Not Found,NONE
WING,Consumer Cyclical,Restaurants,EQUITY
CHH,Consumer Cyclical,Lodging,EQUITY
BKU,Financial Services,Banks - Regional,EQUITY
FII,Not Found,Not Found,NONE
DLB,Industrials,Specialty Business Services,EQUITY
ARI,Real Estate,REIT - Mortgage,EQUITY
MED,Consumer Cyclical,Personal Services,EQUITY
FFIN,Financial Services,Banks - Regional,EQUITY
LAUR,Consumer Defensive,Education & Training Services,EQUITY
AXGN,Healthcare,Medical Devices,EQUITY
AWI,Industrials,Building Products & Equipment,EQUITY
CDE,Basic Materials,Gold,EQUITY
H,Consumer Cyclical,Lodging,EQUITY
BOOM,Energy,Oil & Gas Equipment & Services,EQUITY
TRMK,Financial Services,Banks - Regional,EQUITY
REXR,Real Estate,REIT - Industrial,EQUITY
SRC,Not Found,Not Found,Not Found
HIW,Real Estate,REIT - Office,EQUITY
LANC,Consumer Defensive,Packaged Foods,EQUITY
APLE,Real Estate,REIT - Hotel & Motel,EQUITY
WTS,Industrials,Specialty Industrial Machinery,EQUITY
SMGZY,Industrials,Specialty Industrial Machinery,EQUITY
BBT,Not Found,Not Found,NONE
RDSA.AS,Not Found,Not Found,NONE
AZPN,Technology,Software - Application,EQUITY
FDC,Not Found,Not Found,NONE
EXEL,Healthcare,Biotechnology,EQUITY
ARR,Real Estate,REIT - Mortgage,EQUITY
MTH,Consumer Cyclical,Residential Construction,EQUITY
MDXG,Healthcare,Biotechnology,EQUITY
WBC,Not Found,Not Found,NONE
INFY,Technology,Information Technology Services,EQUITY
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
CABGY,Consumer Defensive,Beverages - Brewers,EQUITY
RBGLY,Consumer Defensive,Household & Personal Products,EQUITY
KYCCF,Technology,Scientific & Technical Instruments,EQUITY
GMXAY,Not Found,Not Found,NONE
PDRDY,Not Found,Not Found,NONE
NJ,Not Found,Not Found,MUTUALFUND
RYDBF,Not Found,Not Found,NONE
PKCOY,Industrials,Infrastructure Operations,EQUITY
OOCP,Not Found,Not Found,Not Found
SMECF,Industrials,Specialty Industrial Machinery,EQUITY
KOSCF,Consumer Defensive,Household & Personal Products,EQUITY
AVP,Not Found,Not Found,NONE
IEMG,Not Found,Not Found,ETF
CTRL,Not Found,Not Found,NONE
ESGR,Financial Services,Insurance - Diversified,EQUITY
JGCCY,Industrials,Engineering & Construction,EQUITY
DWDP,Not Found,Not Found,NONE
GDV,Financial Services,Asset Management,EQUITY
AMBR,Not Found,Not Found,NONE
PBYI,Healthcare,Biotechnology,EQUITY
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY
KMT,Industrials,Tools & Accessories,EQUITY
EGY,Energy,Oil & Gas E&P,EQUITY
HPT,Not Found,Not Found,NONE
CNDT,Technology,Information Technology Services,EQUITY
TDS,Communication Services,Telecom Services,EQUITY
XRX,Technology,Information Technology Services,EQUITY
DMRC,Technology,Information Technology Services,EQUITY
DBD,Technology,Software - Application,EQUITY
ABM,Industrials,Specialty Business Services,EQUITY
RDFN,Real Estate,Real Estate Services,EQUITY
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries,EQUITY
SCHN,Not Found,Not Found,Not Found
UBNT,Not Found,Not Found,NONE
WP,Not Found,Not Found,NONE
ULTI,Not Found,Not Found,NONE
VCRA,Not Found,Not Found,NONE
ESNT,Financial Services,Insurance - Specialty,EQUITY
LLDTF,Financial Services,Banks - Regional,EQUITY
EAT,Consumer Cyclical,Restaurants,EQUITY
BIG,Consumer Defensive,Discount Stores,EQUITY
ADSW,Not Found,Not Found,NONE
SFTBF,Communication Services,Telecom Services,EQUITY
NTDMF,Not Found,Not Found,NONE
UNCHF,Consumer Defensive,Household & Personal Products,EQUITY
WGO,Consumer Cyclical,Recreational Vehicles,EQUITY
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY
SWH,Not Found,Not Found,MUTUALFUND
PUMP,Energy,Oil & Gas Equipment & Services,EQUITY
TMHC,Consumer Cyclical,Residential Construction,EQUITY
CCS,Consumer Cyclical,Residential Construction,EQUITY
WDR,Not Found,Not Found,NONE
CRI,Consumer Cyclical,Apparel Retail,EQUITY
II,Not Found,Not Found,MUTUALFUND
SUP,Consumer Cyclical,Auto Parts,EQUITY
ELLI,Not Found,Not Found,NONE
CNSL,Communication Services,Telecom Services,EQUITY
MSA,Industrials,Security & Protection Services,EQUITY
DK,Energy,Oil & Gas Refining & Marketing,EQUITY
CM,Financial Services,Banks - Diversified,EQUITY
HA,Industrials,Airlines,EQUITY
BGCP,Not Found,Not Found,Not Found
DCM,Not Found,Not Found,MUTUALFUND
ALV,Consumer Cyclical,Auto Parts,EQUITY
WGHPY,Not Found,Not Found,Not Found
BLX,Financial Services,Banks - Regional,EQUITY
OZK,Financial Services,Banks - Regional,EQUITY
VET,Energy,Oil & Gas E&P,EQUITY
AIN,Consumer Cyclical,Textile Manufacturing,EQUITY
LCII,Consumer Cyclical,Recreational Vehicles,EQUITY
HNI,Industrials,Business Equipment & Supplies,EQUITY
GOLF,Consumer Cyclical,Leisure,EQUITY
AGO,Financial Services,Insurance - Specialty,EQUITY
BGS,Consumer Defensive,Packaged Foods,EQUITY
LECO,Industrials,Tools & Accessories,EQUITY
LFUS,Technology,Electronic Components,EQUITY
CHEUY,Not Found,Not Found,MUTUALFUND
HOPE,Financial Services,Banks - Regional,EQUITY
FUL,Basic Materials,Specialty Chemicals,EQUITY
EGP,Real Estate,REIT - Industrial,EQUITY
ALE,Utilities,Utilities - Diversified,EQUITY
JRVR,Financial Services,Insurance - Specialty,EQUITY
BOKF,Financial Services,Banks - Regional,EQUITY
INGR,Consumer Defensive,Packaged Foods,EQUITY
PNM,Utilities,Utilities - Regulated Electric,EQUITY
JCOM,Not Found,Not Found,NONE
NMRK,Real Estate,Real Estate Services,EQUITY
CNMD,Healthcare,Medical Devices,EQUITY
MAN,Industrials,Staffing & Employment Services,EQUITY
AHONY,Not Found,Not Found,Not Found
DKS,Consumer Cyclical,Specialty Retail,EQUITY
FTS,Utilities,Utilities - Regulated Electric,EQUITY
WASH,Financial Services,Banks - Regional,EQUITY
FCNTX,Not Found,Not Found,MUTUALFUND
PRNHX,Not Found,Not Found,MUTUALFUND
FLMVX,Not Found,Not Found,MUTUALFUND
HRS,Not Found,Not Found,NONE
EYE,Consumer Cyclical,Specialty Retail,EQUITY
PER,Not Found,Not Found,NONE
UTGN,Financial Services,Insurance - Life,EQUITY
TFCF,Not Found,Not Found,Not Found
DOOR,Industrials,Building Products & Equipment,EQUITY
OGE,Utilities,Utilities - Regulated Electric,EQUITY
TFCFA,Not Found,Not Found,NONE
GBX,Industrials,Railroads,EQUITY
RCII,Not Found,Not Found,NONE
FF,Basic Materials,Specialty Chemicals,EQUITY
CTRP,Not Found,Not Found,NONE
XSLV,Not Found,Not Found,ETF
CTB,Not Found,Not Found,NONE
UTHR,Healthcare,Biotechnology,EQUITY
XENT,Not Found,Not Found,NONE
DPLO,Not Found,Not Found,NONE
BH,Consumer Cyclical,Restaurants,EQUITY
IBP,Consumer Cyclical,Residential Construction,EQUITY
DEA,Real Estate,REIT - Office,EQUITY
GBOOY,Financial Services,Banks - Regional,EQUITY
EXG,Financial Services,Asset Management,EQUITY
MSG,Not Found,Not Found,NONE
CPRT,Industrials,Specialty Business Services,EQUITY
JJSF,Consumer Defensive,Packaged Foods,EQUITY
APU,Not Found,Not Found,NONE
CNXM,Not Found,Not Found,NONE
SPKEP,Not Found,Not Found,NONE
CINR,Not Found,Not Found,NONE
ZAYO,Not Found,Not Found,NONE
HESM,Energy,Oil & Gas Midstream,EQUITY
SAVE,Industrials,Airlines,EQUITY
ORBK,Not Found,Not Found,NONE
ATHN,Not Found,Not Found,NONE
BFET,Not Found,Not Found,MUTUALFUND
ESRX,Not Found,Not Found,MUTUALFUND
PSB,Not Found,Not Found,NONE
GCO,Consumer Cyclical,Apparel Retail,EQUITY
UFS,Not Found,Not Found,NONE
ANCX,Not Found,Not Found,MUTUALFUND
SNHY,Not Found,Not Found,NONE
NAVI,Financial Services,Credit Services,EQUITY
OPI,Real Estate,REIT - Office,EQUITY
CCT,Not Found,Not Found,MUTUALFUND
THG,Financial Services,Insurance - Property & Casualty,EQUITY
IXP,Not Found,Not Found,ETF
LABL,Not Found,Not Found,NONE
AMSF,Financial Services,Insurance - Specialty,EQUITY
BEL,Not Found,Not Found,NONE
AOBC,Not Found,Not Found,NONE
TVPT,Not Found,Not Found,MUTUALFUND
WB,Communication Services,Internet Content & Information,EQUITY
PETQ,Healthcare,Drug Manufacturers - Specialty & Generic,EQUITY
LLESY,Real Estate,Real Estate - Diversified,EQUITY
VGT,Not Found,Not Found,ETF
MC,Financial Services,Capital Markets,EQUITY
CVGW,Consumer Defensive,Food Distribution,EQUITY
PEGI,Not Found,Not Found,NONE
KN,Technology,Communication Equipment,EQUITY
PCG,Utilities,Utilities - Regulated Electric,EQUITY
ESL,Not Found,Not Found,NONE
PTLA,Not Found,Not Found,NONE
SCG,Not Found,Not Found,MUTUALFUND
SONO,Technology,Consumer Electronics,EQUITY
VB,Not Found,Not Found,ETF
CXO,Not Found,Not Found,NONE
ARAV,Not Found,Not Found,NONE
VOE,Not Found,Not Found,ETF
FTAI,Industrials,Rental & Leasing Services,EQUITY
RA,Financial Services,Asset Management,EQUITY
MZOR,Not Found,Not Found,MUTUALFUND
MIC,Not Found,Not Found,NONE
BKCC,Financial Services,Asset Management,EQUITY
MMS,Industrials,Specialty Business Services,EQUITY
VTV,Not Found,Not Found,ETF
VCR,Not Found,Not Found,ETF
CPYYY,Utilities,Utilities - Independent Power Producers,EQUITY
LN,Not Found,Not Found,NONE
MRT,Technology,Software - Application,EQUITY
INGIY,Not Found,Not Found,NONE
GOV,Not Found,Not Found,MUTUALFUND
SIR,Not Found,Not Found,MUTUALFUND
SEKEY,Technology,Computer Hardware,EQUITY
NRBAY,Not Found,Not Found,MUTUALFUND
BHR,Real Estate,REIT - Hotel & Motel,EQUITY
ASOMY,Consumer Cyclical,Internet Retail,EQUITY
GFAFX,Not Found,Not Found,MUTUALFUND
CATO,Consumer Cyclical,Apparel Retail,EQUITY
OMI,Healthcare,Medical Distribution,EQUITY
AMCRY,Not Found,Not Found,NONE
STAR,Not Found,Not Found,NONE
SMTA,Not Found,Not Found,NONE
VLEEY,Consumer Cyclical,Auto Parts,EQUITY
AHT,Real Estate,REIT - Hotel & Motel,EQUITY
SHPG,Not Found,Not Found,MUTUALFUND
FSNUY,Healthcare,Medical Care Facilities,EQUITY
EMLP,Not Found,Not Found,ETF
VLP,Not Found,Not Found,MUTUALFUND
LM09.SG,Not Found,Not Found,Not Found
SAFM,Not Found,Not Found,NONE
HR,Real Estate,REIT - Healthcare Facilities,EQUITY
XON,Not Found,Not Found,NONE
WGP,Not Found,Not Found,NONE
BBAVY,Not Found,Not Found,NONE
EQGP,Not Found,Not Found,MUTUALFUND
SRCL,Industrials,Waste Management,EQUITY
IWO,Not Found,Not Found,ETF
PCY,Not Found,Not Found,ETF
PKB,Not Found,Not Found,ETF
MT,Basic Materials,Steel,EQUITY
STLD,Basic Materials,Steel,EQUITY
ICAGY,Industrials,Airlines,EQUITY
BBL,Not Found,Not Found,NONE
EMB,Not Found,Not Found,ETF
SLQD,Not Found,Not Found,ETF
PGF,Not Found,Not Found,ETF
EMLC,Not Found,Not Found,ETF
BHGE,Not Found,Not Found,NONE
AMGP,Not Found,Not Found,NONE
BRKB,Not Found,Not Found,NONE
DM,Technology,Computer Hardware,EQUITY
WBT,Not Found,Not Found,NONE
BV,Industrials,Specialty Business Services,EQUITY
AET,Not Found,Not Found,MUTUALFUND
IEZ,Not Found,Not Found,ETF
BAMXF,Consumer Cyclical,Auto Manufacturers,EQUITY
INGN,Healthcare,Medical Devices,EQUITY
ROYMY,Industrials,Integrated Freight & Logistics,EQUITY
FPAFY,Consumer Defensive,Packaged Foods,EQUITY
ASBFY,Consumer Defensive,Packaged Foods,EQUITY
TI,Not Found,Not Found,NONE
AIVAF,Financial Services,Insurance - Diversified,EQUITY
YAHOY,Consumer Cyclical,Internet Retail,EQUITY
STRNY,Utilities,Utilities - Regulated Water,EQUITY
CDR,Not Found,Not Found,NONE
TKPYY,Not Found,Not Found,MUTUALFUND
ITVPY,Communication Services,Broadcasting,EQUITY
MTZPY,Not Found,Not Found,NONE
ACGPF,Not Found,Not Found,Not Found
HAIN,Consumer Defensive,Packaged Foods,EQUITY
ARRS,Not Found,Not Found,NONE
SOMLY,Industrials,Security & Protection Services,EQUITY
CA,Not Found,Not Found,ETF
NRZ,Not Found,Not Found,NONE
LXFR,Industrials,Specialty Industrial Machinery,EQUITY
PRI,Financial Services,Insurance - Life,EQUITY
PX,Financial Services,Asset Management,EQUITY
SMAWF,Industrials,Specialty Industrial Machinery,EQUITY
MSTY.PA,Not Found,Not Found,NONE
VSM,Not Found,Not Found,NONE
LSTR,Industrials,Integrated Freight & Logistics,EQUITY
ABX,Not Found,Not Found,MUTUALFUND
ETE,Not Found,Not Found,MUTUALFUND
DFIN,Financial Services,Capital Markets,EQUITY
RVI,Not Found,Not Found,NONE
KS,Not Found,Not Found,MUTUALFUND
EVHC,Not Found,Not Found,MUTUALFUND
CBLK,Not Found,Not Found,NONE
ONE SHARE FOR ONE SHARE,Not Found,Not Found,Not Found
CNQ,Energy,Oil & Gas E&P,EQUITY
SHOO,Consumer Cyclical,Footwear & Accessories,EQUITY
CCJ,Energy,Uranium,EQUITY
ASND,Healthcare,Biotechnology,EQUITY
ENLK,Not Found,Not Found,MUTUALFUND
NVT,Industrials,Electrical Equipment & Parts,EQUITY
MLPX,Not Found,Not Found,ETF
TBT,Not Found,Not Found,ETF
HOMB,Financial Services,Banks - Regional,EQUITY
EDR,Communication Services,Entertainment,EQUITY
AN,Consumer Cyclical,Auto & Truck Dealerships,EQUITY
IDTI,Not Found,Not Found,NONE
CCH,Not Found,Not Found,NONE
JG,Technology,Software - Infrastructure,EQUITY
SSMXF,Healthcare,Medical Instruments & Supplies,EQUITY
GPT,Not Found,Not Found,MUTUALFUND
CUTR,Healthcare,Medical Devices,EQUITY
KSU,Not Found,Not Found,NONE
